"p","U:0","U:1","U:2","nuTilda","nut","wallShearStress:0","wallShearStress:1","wallShearStress:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
30.83,-2.3761,-0.024617,-1.9854e-021,0.00013995,0.00012796,0.13272,0.00088986,0,1,0.11111,0.11111,-0.025,0
31.062,-2.3717,-0.026346,-1.6617e-021,0.00013874,0.0001262,0.13225,0.00096575,0,1,0.11131,0.11131,-0.025,0
31.295,-2.3674,-0.028077,-1.3378e-021,0.00013753,0.00012444,0.13177,0.0010416,0,1,0.11152,0.11152,-0.025,0
31.527,-2.3631,-0.029808,-1.0138e-021,0.00013631,0.00012268,0.13129,0.0011175,0,1,0.11173,0.11173,-0.025,0
31.76,-2.3588,-0.031539,-6.8973e-022,0.0001351,0.00012091,0.13082,0.0011933,0,1,0.11193,0.11193,-0.025,0
31.992,-2.3544,-0.033272,-3.6549e-022,0.00013389,0.00011915,0.13034,0.0012691,0,1,0.11214,0.11214,-0.025,0
32.225,-2.3501,-0.035005,-4.1138e-023,0.00013268,0.00011738,0.12986,0.0013449,0,1,0.11234,0.11234,-0.025,0
32.496,-2.3436,-0.036377,0,0.00013208,0.00011635,0.1292,0.0014064,0,1,0.11254,0.11254,-0.025,0
32.773,-2.3368,-0.037697,0,0.00013158,0.00011542,0.12851,0.0014658,0,1,0.11275,0.11275,-0.025,0
33.05,-2.3299,-0.039017,0,0.00013107,0.00011449,0.12781,0.0015252,0,1,0.11295,0.11295,-0.025,0
33.326,-2.3231,-0.040338,0,0.00013056,0.00011356,0.12712,0.0015846,0,1,0.11316,0.11316,-0.025,0
33.603,-2.3163,-0.04166,0,0.00013006,0.00011263,0.12643,0.0016439,0,1,0.11337,0.11337,-0.025,0
33.88,-2.3094,-0.042982,0,0.00012955,0.0001117,0.12574,0.0017033,0,1,0.11357,0.11357,-0.025,0
34.158,-2.3025,-0.044297,0,0.00012892,0.00011071,0.12504,0.0017631,0,1,0.11377,0.11377,-0.025,0
34.465,-2.2932,-0.045405,0,0.00012476,0.00010826,0.12414,0.001835,0,1,0.11398,0.11398,-0.025,0
34.772,-2.2839,-0.046513,0,0.0001206,0.0001058,0.12324,0.001907,0,1,0.11418,0.11418,-0.025,0
35.079,-2.2745,-0.047622,0,0.00011644,0.00010334,0.12234,0.0019789,0,1,0.11439,0.11439,-0.025,0
35.386,-2.2652,-0.048731,0,0.00011228,0.00010088,0.12144,0.0020509,0,1,0.1146,0.1146,-0.025,0
35.693,-2.2559,-0.04984,0,0.00010811,9.8418e-005,0.12055,0.0021228,0,1,0.1148,0.1148,-0.025,0
35.999,-2.2465,-0.05095,0,0.00010395,9.5956e-005,0.11965,0.0021947,0,1,0.11501,0.11501,-0.025,0
36.308,-2.2369,-0.052052,-9.9861e-023,9.9684e-005,9.2958e-005,0.11872,0.0022674,1.5252e-023,1,0.11521,0.11521,-0.025,0
36.629,-2.2253,-0.053106,-8.0364e-022,9.4834e-005,8.6722e-005,0.11765,0.002345,1.227e-022,1,0.11541,0.11541,-0.025,0
36.949,-2.2137,-0.05416,-1.5077e-021,8.9983e-005,8.0484e-005,0.11657,0.0024227,2.3012e-022,1,0.11562,0.11562,-0.025,0
37.27,-2.2021,-0.055215,-2.212e-021,8.5129e-005,7.4244e-005,0.11549,0.0025003,3.3752e-022,1,0.11582,0.11582,-0.025,0
37.591,-2.1905,-0.05627,-2.9166e-021,8.0274e-005,6.8001e-005,0.11441,0.0025779,4.4489e-022,1,0.11603,0.11603,-0.025,0
37.911,-2.1789,-0.057325,-3.6214e-021,7.5417e-005,6.1756e-005,0.11333,0.0026555,5.5223e-022,1,0.11624,0.11624,-0.025,0
38.232,-2.1673,-0.058381,-4.3265e-021,7.0559e-005,5.5509e-005,0.11225,0.0027331,6.5955e-022,1,0.11644,0.11644,-0.025,0
38.552,-2.1553,-0.059403,-4.7025e-021,6.6107e-005,4.9482e-005,0.11115,0.0028083,7.8189e-022,1,0.11665,0.11665,-0.025,0
38.869,-2.1417,-0.060288,-3.7283e-021,6.333e-005,4.4365e-005,0.10993,0.0028742,9.6588e-022,1,0.11685,0.11685,-0.025,0
39.186,-2.1281,-0.061173,-2.7539e-021,6.0552e-005,3.9246e-005,0.10871,0.00294,1.1498e-021,1,0.11705,0.11705,-0.025,0
39.503,-2.1145,-0.062058,-1.779e-021,5.7773e-005,3.4126e-005,0.1075,0.0030058,1.3337e-021,1,0.11726,0.11726,-0.025,0
39.82,-2.1008,-0.062943,-8.0385e-022,5.4993e-005,2.9003e-005,0.10628,0.0030717,1.5176e-021,1,0.11746,0.11746,-0.025,0
40.137,-2.0872,-0.063829,1.7174e-022,5.2212e-005,2.3879e-005,0.10506,0.0031375,1.7014e-021,1,0.11767,0.11767,-0.025,0
40.454,-2.0736,-0.064715,1.1477e-021,4.943e-005,1.8752e-005,0.10385,0.0032032,1.8851e-021,1,0.11788,0.11788,-0.025,0
40.767,-2.0596,-0.065637,2.0687e-021,4.661e-005,1.432e-005,0.10261,0.0032656,2.012e-021,1,0.11808,0.11808,-0.025,0
41.068,-2.0442,-0.066706,2.7639e-021,4.3638e-005,1.2735e-005,0.10132,0.0033142,1.9061e-021,1,0.11829,0.11829,-0.025,0
41.368,-2.0287,-0.067774,3.4594e-021,4.0666e-005,1.1149e-005,0.10002,0.0033627,1.8003e-021,1,0.11849,0.11849,-0.025,0
41.669,-2.0133,-0.068844,4.155e-021,3.7692e-005,9.5628e-006,0.098723,0.0034113,1.6945e-021,1,0.11869,0.11869,-0.025,0
41.969,-1.9978,-0.069913,4.851e-021,3.4716e-005,7.976e-006,0.097426,0.0034598,1.5887e-021,1,0.1189,0.1189,-0.025,0
42.269,-1.9823,-0.070983,5.5472e-021,3.174e-005,6.3887e-006,0.096129,0.0035083,1.4829e-021,1,0.1191,0.1191,-0.025,0
42.57,-1.9669,-0.072054,6.2437e-021,2.8763e-005,4.8008e-006,0.094833,0.0035568,1.3772e-021,1,0.11931,0.11931,-0.025,0
42.867,-1.9512,-0.073155,6.7048e-021,2.5918e-005,3.4298e-006,0.093531,0.003602,1.2608e-021,1,0.11952,0.11952,-0.025,0
43.144,-1.9341,-0.074438,5.7435e-021,2.388e-005,3.3712e-006,0.092192,0.0036272,1.0797e-021,1,0.11972,0.11972,-0.025,0
43.421,-1.917,-0.075721,4.7819e-021,2.1841e-005,3.3126e-006,0.090853,0.0036523,8.9862e-022,1,0.11992,0.11992,-0.025,0
43.699,-1.8999,-0.077005,3.8198e-021,1.9801e-005,3.254e-006,0.089514,0.0036775,7.1761e-022,1,0.12013,0.12013,-0.025,0
43.976,-1.8827,-0.078289,2.8575e-021,1.7761e-005,3.1955e-006,0.088175,0.0037026,5.3665e-022,1,0.12033,0.12033,-0.025,0
44.253,-1.8656,-0.079574,1.8947e-021,1.572e-005,3.137e-006,0.086837,0.0037278,3.5573e-022,1,0.12054,0.12054,-0.025,0
44.53,-1.8485,-0.080859,9.3162e-022,1.3678e-005,3.0784e-006,0.085499,0.0037529,1.7485e-022,1,0.12075,0.12075,-0.025,0
44.806,-1.8313,-0.082134,0,1.1662e-005,3.0195e-006,0.084161,0.0037774,0,1,0.12095,0.12095,-0.025,0
45.057,-1.813,-0.083077,0,1.0421e-005,2.9492e-006,0.082802,0.0037836,0,1,0.12116,0.12116,-0.025,0
45.308,-1.7947,-0.08402,0,9.1796e-006,2.8788e-006,0.081443,0.0037897,0,1,0.12136,0.12136,-0.025,0
45.559,-1.7763,-0.084963,0,7.9377e-006,2.8085e-006,0.080084,0.0037959,0,1,0.12156,0.12156,-0.025,0
45.81,-1.758,-0.085907,0,6.6954e-006,2.7381e-006,0.078726,0.003802,0,1,0.12177,0.12177,-0.025,0
46.061,-1.7396,-0.086851,0,5.4526e-006,2.6678e-006,0.077368,0.0038081,0,1,0.12197,0.12197,-0.025,0
46.311,-1.7213,-0.087796,0,4.2093e-006,2.5975e-006,0.07601,0.0038143,0,1,0.12218,0.12218,-0.025,0
46.562,-1.7029,-0.088741,0,2.9655e-006,2.5272e-006,0.074652,0.0038204,0,1,0.12239,0.12239,-0.025,0
46.789,-1.684,-0.089144,9.1629e-022,2.536e-006,2.4613e-006,0.073318,0.0038019,-4.4935e-022,1,0.12259,0.12259,-0.025,0
47.013,-1.665,-0.089465,1.9715e-021,2.2296e-006,2.396e-006,0.071988,0.0037796,-9.665e-022,1,0.1228,0.1228,-0.025,0
47.236,-1.646,-0.089786,3.027e-021,1.923e-006,2.3308e-006,0.070658,0.0037574,-1.4835e-021,1,0.123,0.123,-0.025,0
47.459,-1.627,-0.090107,4.0829e-021,1.6163e-006,2.2656e-006,0.069328,0.0037352,-2.0004e-021,1,0.1232,0.1232,-0.025,0
47.683,-1.608,-0.090429,5.1393e-021,1.3095e-006,2.2004e-006,0.067999,0.0037129,-2.5172e-021,1,0.12341,0.12341,-0.025,0
47.906,-1.589,-0.09075,6.1961e-021,1.0025e-006,2.1352e-006,0.06667,0.0036907,-3.0338e-021,1,0.12361,0.12361,-0.025,0
48.13,-1.57,-0.091072,7.2532e-021,6.9548e-007,2.07e-006,0.065341,0.0036685,-3.5503e-021,1,0.12382,0.12382,-0.025,0
48.336,-1.5511,-0.090957,7.6256e-021,5.6799e-007,2.0044e-006,0.06407,0.0036296,-3.7314e-021,1,0.12403,0.12403,-0.025,0
48.534,-1.5322,-0.090605,7.6271e-021,5.3777e-007,1.9386e-006,0.06283,0.0035816,-3.731e-021,1,0.12423,0.12423,-0.025,0
48.731,-1.5134,-0.090252,7.6286e-021,5.0754e-007,1.8728e-006,0.06159,0.0035336,-3.7305e-021,1,0.12444,0.12444,-0.025,0
48.928,-1.4945,-0.0899,7.63e-021,4.773e-007,1.807e-006,0.060351,0.0034856,-3.7301e-021,1,0.12464,0.12464,-0.025,0
49.125,-1.4757,-0.089547,7.6315e-021,4.4705e-007,1.7413e-006,0.059112,0.0034377,-3.7296e-021,1,0.12484,0.12484,-0.025,0
49.323,-1.4568,-0.089195,7.6329e-021,4.1678e-007,1.6755e-006,0.057873,0.0033897,-3.7291e-021,1,0.12505,0.12505,-0.025,0
49.52,-1.438,-0.088842,7.6344e-021,3.865e-007,1.6098e-006,0.056635,0.0033418,-3.7287e-021,1,0.12526,0.12526,-0.025,0
49.709,-1.4195,-0.088298,7.2479e-021,3.5299e-007,1.5447e-006,0.055445,0.0032884,-3.5388e-021,1,0.12546,0.12546,-0.025,0
49.883,-1.4015,-0.087433,6.2078e-021,3.1402e-007,1.4808e-006,0.054339,0.0032257,-3.03e-021,1,0.12566,0.12566,-0.025,0
50.057,-1.3836,-0.086567,5.1672e-021,2.7504e-007,1.4168e-006,0.053232,0.0031631,-2.5213e-021,1,0.12587,0.12587,-0.025,0
50.231,-1.3657,-0.085701,4.1263e-021,2.3604e-007,1.3529e-006,0.052127,0.0031005,-2.0128e-021,1,0.12607,0.12607,-0.025,0
50.404,-1.3478,-0.084834,3.0849e-021,1.9703e-007,1.2889e-006,0.051021,0.0030379,-1.5043e-021,1,0.12628,0.12628,-0.025,0
50.578,-1.3298,-0.083967,2.0432e-021,1.5801e-007,1.225e-006,0.049915,0.0029753,-9.9601e-022,1,0.12649,0.12649,-0.025,0
50.752,-1.3119,-0.0831,1.001e-021,1.1897e-007,1.1611e-006,0.04881,0.0029127,-4.8784e-022,1,0.12669,0.12669,-0.025,0
50.926,-1.294,-0.082225,7.6789e-022,8.1346e-008,1.0974e-006,0.047711,0.0028501,0,1,0.12689,0.12689,-0.025,0
51.079,-1.2774,-0.081147,2.0085e-020,7.8343e-008,1.0366e-006,0.046751,0.0027861,0,1,0.1271,0.1271,-0.025,0
51.233,-1.2608,-0.080069,3.9409e-020,7.5339e-008,9.7596e-007,0.045792,0.0027222,0,1,0.12731,0.12731,-0.025,0
51.387,-1.2442,-0.07899,5.874e-020,7.2334e-008,9.1528e-007,0.044833,0.0026583,0,1,0.12751,0.12751,-0.025,0
51.541,-1.2276,-0.077911,7.8079e-020,6.9327e-008,8.5462e-007,0.043874,0.0025944,0,1,0.12772,0.12772,-0.025,0
51.695,-1.211,-0.076831,9.7425e-020,6.632e-008,7.9398e-007,0.042915,0.0025305,0,1,0.12792,0.12792,-0.025,0
51.849,-1.1944,-0.075751,1.1678e-019,6.3311e-008,7.3335e-007,0.041956,0.0024666,0,1,0.12812,0.12812,-0.025,0
52.003,-1.1778,-0.074671,1.3614e-019,6.0301e-008,6.7273e-007,0.040998,0.0024028,0,1,0.12833,0.12833,-0.025,0
52.146,-1.162,-0.073622,1.5879e-019,5.5811e-008,6.1418e-007,0.040125,0.0023438,-5.1241e-022,1,0.12854,0.12854,-0.025,0
52.282,-1.1467,-0.072588,1.8321e-019,5.0523e-008,5.5674e-007,0.039297,0.0022875,-1.3005e-021,1,0.12874,0.12874,-0.025,0
52.419,-1.1314,-0.071555,2.0764e-019,4.5232e-008,4.9932e-007,0.038469,0.0022312,-2.0884e-021,1,0.12894,0.12894,-0.025,0
52.556,-1.1162,-0.070521,2.3209e-019,3.994e-008,4.4191e-007,0.037642,0.0021749,-2.8761e-021,1,0.12915,0.12915,-0.025,0
52.693,-1.1009,-0.069486,2.5654e-019,3.4646e-008,3.8452e-007,0.036815,0.0021187,-3.6636e-021,1,0.12935,0.12935,-0.025,0
52.829,-1.0856,-0.068452,2.81e-019,2.935e-008,3.2714e-007,0.035988,0.0020624,-4.4509e-021,1,0.12956,0.12956,-0.025,0
52.966,-1.0703,-0.067416,3.0547e-019,2.4051e-008,2.6977e-007,0.035161,0.0020062,-5.238e-021,1,0.12977,0.12977,-0.025,0
53.1,-1.0552,-0.066414,3.2075e-019,1.9533e-008,2.182e-007,0.034381,0.0019535,-5.6766e-021,1,0.12997,0.12997,-0.025,0
53.221,-1.0409,-0.065539,2.9991e-019,1.8089e-008,1.8932e-007,0.033783,0.0019145,-4.7466e-021,1,0.13017,0.13017,-0.025,0
53.343,-1.0267,-0.064665,2.7906e-019,1.6644e-008,1.6044e-007,0.033185,0.0018756,-3.8167e-021,1,0.13038,0.13038,-0.025,0
53.464,-1.0124,-0.06379,2.582e-019,1.5199e-008,1.3158e-007,0.032587,0.0018366,-2.8872e-021,1,0.13058,0.13058,-0.025,0
53.586,-0.99818,-0.062914,2.3733e-019,1.3753e-008,1.0272e-007,0.03199,0.0017977,-1.9579e-021,1,0.13079,0.13079,-0.025,0
53.707,-0.98392,-0.062039,2.1646e-019,1.2306e-008,7.3862e-008,0.031392,0.0017588,-1.0287e-021,1,0.131,0.131,-0.025,0
53.828,-0.96965,-0.061163,1.9557e-019,1.0859e-008,4.5017e-008,0.030795,0.0017199,-9.9887e-023,1,0.1312,0.1312,-0.025,0
53.95,-0.95538,-0.060286,1.7468e-019,9.4118e-009,1.6179e-008,0.030198,0.001681,8.2872e-022,1,0.1314,0.1314,-0.025,0
54.061,-0.94168,-0.059519,1.5159e-019,8.6428e-009,6.7735e-009,0.029729,0.0016529,1.6498e-021,1,0.13161,0.13161,-0.025,0
54.168,-0.92823,-0.058799,1.2753e-019,8.1679e-009,5.7862e-009,0.029316,0.0016295,2.4242e-021,1,0.13182,0.13182,-0.025,0
54.274,-0.91477,-0.058079,1.0346e-019,7.6927e-009,4.7992e-009,0.028904,0.0016061,3.1984e-021,1,0.13202,0.13202,-0.025,0
54.381,-0.90131,-0.057358,7.9384e-020,7.2174e-009,3.8123e-009,0.028491,0.0015827,3.9724e-021,1,0.13223,0.13223,-0.025,0
54.487,-0.88784,-0.056637,5.5299e-020,6.7419e-009,2.8258e-009,0.028078,0.0015593,4.7462e-021,1,0.13243,0.13243,-0.025,0
54.594,-0.87436,-0.055916,3.1204e-020,6.2662e-009,1.8395e-009,0.027666,0.001536,5.5197e-021,1,0.13263,0.13263,-0.025,0
54.701,-0.86088,-0.055195,7.1003e-021,5.7904e-009,8.5345e-010,0.027254,0.0015126,6.2931e-021,1,0.13284,0.13284,-0.025,0
54.805,-0.84749,-0.05449,-1.3532e-020,5.3518e-009,1.3479e-020,0.026845,0.0014901,6.8397e-021,1,0.13305,0.13305,-0.025,0
54.897,-0.83473,-0.05389,-1.1728e-020,5.1547e-009,1.1799e-020,0.026457,0.0014729,5.9255e-021,1,0.13325,0.13325,-0.025,0
54.989,-0.82196,-0.05329,-9.9219e-021,4.9576e-009,1.0118e-020,0.02607,0.0014557,5.0116e-021,1,0.13345,0.13345,-0.025,0
55.081,-0.80918,-0.05269,-8.1154e-021,4.7604e-009,8.4372e-021,0.025683,0.0014386,4.0979e-021,1,0.13366,0.13366,-0.025,0
55.173,-0.7964,-0.052089,-6.3084e-021,4.5631e-009,6.7553e-021,0.025296,0.0014214,3.1844e-021,1,0.13386,0.13386,-0.025,0
55.265,-0.78362,-0.051488,-4.5007e-021,4.3657e-009,5.0728e-021,0.024909,0.0014043,2.2712e-021,1,0.13407,0.13407,-0.025,0
55.357,-0.77083,-0.050888,-2.6921e-021,4.1683e-009,3.3895e-021,0.024522,0.0013871,1.3581e-021,1,0.13428,0.13428,-0.025,0
55.449,-0.75804,-0.050286,-8.8304e-022,3.9708e-009,1.7057e-021,0.024135,0.00137,4.4532e-022,1,0.13448,0.13448,-0.025,0
55.534,-0.74563,-0.049731,-1.6079e-021,3.7592e-009,8.8938e-022,0.023759,0.0013556,8.1485e-022,1,0.13468,0.13468,-0.025,0
55.612,-0.7336,-0.049219,-4.7493e-021,3.5342e-009,9.0028e-022,0.023392,0.001344,2.4061e-021,1,0.13489,0.13489,-0.025,0
55.69,-0.72157,-0.048707,-7.8916e-021,3.3091e-009,9.1118e-022,0.023026,0.0013323,3.9968e-021,1,0.1351,0.1351,-0.025,0
55.767,-0.70953,-0.048195,-1.1035e-020,3.084e-009,9.2209e-022,0.02266,0.0013206,5.5871e-021,1,0.1353,0.1353,-0.025,0
55.845,-0.69748,-0.047683,-1.418e-020,2.8587e-009,9.33e-022,0.022294,0.0013089,7.1771e-021,1,0.13551,0.13551,-0.025,0
55.923,-0.68543,-0.04717,-1.7326e-020,2.6334e-009,9.4391e-022,0.021928,0.0012973,8.7666e-021,1,0.13571,0.13571,-0.025,0
56.001,-0.67338,-0.046658,-2.0473e-020,2.408e-009,9.5483e-022,0.021562,0.0012856,1.0356e-020,1,0.13591,0.13591,-0.025,0
56.078,-0.66132,-0.046145,-2.3622e-020,2.1825e-009,9.6575e-022,0.021196,0.0012739,1.1944e-020,1,0.13612,0.13612,-0.025,0
56.145,-0.65,-0.045696,-7.4395e-020,2.0379e-009,8.7839e-022,0.02085,0.0012664,1.3822e-020,1,0.13633,0.13633,-0.025,0
56.21,-0.63882,-0.045259,-1.3491e-019,1.9097e-009,7.7094e-022,0.020508,0.0012597,1.5758e-020,1,0.13653,0.13653,-0.025,0
56.274,-0.62764,-0.044823,-1.9544e-019,1.7815e-009,6.6343e-022,0.020166,0.001253,1.7694e-020,1,0.13674,0.13674,-0.025,0
56.339,-0.61645,-0.044387,-2.56e-019,1.6533e-009,5.559e-022,0.019825,0.0012463,1.9629e-020,1,0.13694,0.13694,-0.025,0
56.403,-0.60526,-0.04395,-3.1658e-019,1.525e-009,4.4832e-022,0.019483,0.0012396,2.1564e-020,1,0.13714,0.13714,-0.025,0
56.468,-0.59406,-0.043513,-3.7718e-019,1.3966e-009,3.407e-022,0.019141,0.0012329,2.3498e-020,1,0.13735,0.13735,-0.025,0
56.532,-0.58286,-0.043076,-4.3781e-019,1.2682e-009,2.3303e-022,0.0188,0.0012262,2.5432e-020,1,0.13756,0.13756,-0.025,0
56.596,-0.57174,-0.042645,-4.9278e-019,1.1489e-009,1.339e-022,0.018461,0.0012198,2.7053e-020,1,0.13776,0.13776,-0.025,0
56.649,-0.56142,-0.042271,-4.8977e-019,1.1228e-009,1.2218e-022,0.018145,0.001216,2.5486e-020,1,0.13796,0.13796,-0.025,0
56.701,-0.5511,-0.041897,-4.8677e-019,1.0966e-009,1.1045e-022,0.017829,0.0012123,2.3919e-020,1,0.13817,0.13817,-0.025,0
56.754,-0.54078,-0.041523,-4.8376e-019,1.0704e-009,9.8726e-023,0.017513,0.0012085,2.2352e-020,1,0.13837,0.13837,-0.025,0
56.807,-0.53045,-0.041149,-4.8075e-019,1.0443e-009,8.6993e-023,0.017198,0.0012048,2.0786e-020,1,0.13858,0.13858,-0.025,0
56.86,-0.52012,-0.040775,-4.7774e-019,1.0181e-009,7.5254e-023,0.016882,0.0012011,1.9221e-020,1,0.13879,0.13879,-0.025,0
56.913,-0.50979,-0.040401,-4.7472e-019,9.9185e-010,6.3512e-023,0.016567,0.0011973,1.7655e-020,1,0.13899,0.13899,-0.025,0
56.966,-0.49945,-0.040027,-4.7171e-019,9.6564e-010,5.1766e-023,0.016252,0.0011936,1.6091e-020,1,0.13919,0.13919,-0.025,0
57.016,-0.48936,-0.039685,-4.5239e-019,9.3903e-010,4.1908e-023,0.015945,0.0011907,1.4428e-020,1,0.1394,0.1394,-0.025,0
57.059,-0.47988,-0.039425,-3.9274e-019,9.1146e-010,3.673e-023,0.015659,0.0011901,1.2521e-020,1,0.13961,0.13961,-0.025,0
57.103,-0.4704,-0.039165,-3.3307e-019,8.8389e-010,3.155e-023,0.015374,0.0011894,1.0615e-020,1,0.13981,0.13981,-0.025,0
57.146,-0.46092,-0.038905,-2.7337e-019,8.563e-010,2.6368e-023,0.015089,0.0011888,8.7096e-021,1,0.14002,0.14002,-0.025,0
57.19,-0.45143,-0.038645,-2.1365e-019,8.287e-010,2.1185e-023,0.014804,0.0011881,6.8047e-021,1,0.14022,0.14022,-0.025,0
57.233,-0.44194,-0.038385,-1.539e-019,8.011e-010,1.5999e-023,0.014519,0.0011875,4.9003e-021,1,0.14042,0.14042,-0.025,0
57.276,-0.43244,-0.038125,-9.413e-020,7.7348e-010,1.0811e-023,0.014233,0.0011869,2.9962e-021,1,0.14063,0.14063,-0.025,0
57.32,-0.42294,-0.037864,-3.4341e-020,7.4585e-010,5.6217e-024,0.013949,0.0011862,1.0927e-021,1,0.14084,0.14084,-0.025,0
57.36,-0.41399,-0.037799,1.0743e-021,7.1398e-010,2.5799e-024,0.013673,0.0011904,-1.563e-021,1,0.14104,0.14104,-0.025,0
57.396,-0.40576,-0.037998,3.5979e-021,6.7641e-010,2.4365e-024,0.013411,0.001201,-5.2328e-021,1,0.14124,0.14124,-0.025,0
57.432,-0.39753,-0.038196,6.1227e-021,6.3882e-010,2.2929e-024,0.013148,0.0012116,-8.902e-021,1,0.14145,0.14145,-0.025,0
57.468,-0.38929,-0.038395,8.6482e-021,6.0121e-010,2.1493e-024,0.012886,0.0012222,-1.257e-020,1,0.14165,0.14165,-0.025,0
57.504,-0.38106,-0.038594,1.1175e-020,5.636e-010,2.0057e-024,0.012623,0.0012328,-1.6237e-020,1,0.14186,0.14186,-0.025,0
57.54,-0.37282,-0.038792,1.3702e-020,5.2596e-010,1.862e-024,0.012361,0.0012433,-1.9903e-020,1,0.14207,0.14207,-0.025,0
57.576,-0.36457,-0.038991,1.6231e-020,4.8831e-010,1.7182e-024,0.012099,0.0012539,-2.3568e-020,1,0.14227,0.14227,-0.025,0
57.611,-0.35633,-0.03919,1.876e-020,4.5065e-010,1.5744e-024,0.011837,0.0012645,-2.7232e-020,1,0.14247,0.14247,-0.025,0
57.644,-0.34808,-0.039836,7.174e-020,4.2035e-010,1.4194e-024,0.011584,0.0012813,-2.6782e-020,1,0.14268,0.14268,-0.025,0
57.674,-0.33984,-0.040924,1.7466e-019,3.9734e-010,1.2534e-024,0.01134,0.0013043,-2.2263e-020,1,0.14288,0.14288,-0.025,0
57.703,-0.3316,-0.042012,2.7763e-019,3.7432e-010,1.0873e-024,0.011096,0.0013272,-1.7744e-020,1,0.14309,0.14309,-0.025,0
57.733,-0.32335,-0.043101,3.8064e-019,3.5129e-010,9.2114e-025,0.010852,0.0013502,-1.3226e-020,1,0.1433,0.1433,-0.025,0
57.762,-0.31509,-0.04419,4.8369e-019,3.2825e-010,7.5493e-025,0.010609,0.0013731,-8.71e-021,1,0.1435,0.1435,-0.025,0
57.792,-0.30684,-0.045279,5.8677e-019,3.052e-010,5.8865e-025,0.010365,0.001396,-4.1949e-021,1,0.1437,0.1437,-0.025,0
57.821,-0.29858,-0.04637,6.8991e-019,2.8214e-010,4.223e-025,0.010121,0.001419,3.1938e-022,1,0.14391,0.14391,-0.025,0
57.851,-0.29032,-0.04746,7.9307e-019,2.5908e-010,2.5589e-025,0.0098779,0.0014419,4.8321e-021,1,0.14412,0.14412,-0.025,0
57.877,-0.27926,-0.048866,8.4163e-019,2.4537e-010,1.6744e-025,0.0096485,0.0014643,8.8748e-021,1,0.14432,0.14432,-0.025,0
57.901,-0.2656,-0.050566,8.393e-019,2.4038e-010,1.5163e-025,0.0094321,0.0014862,1.248e-020,1,0.14453,0.14453,-0.025,0
57.924,-0.25193,-0.052267,8.3697e-019,2.354e-010,1.3582e-025,0.0092158,0.0015082,1.6084e-020,1,0.14473,0.14473,-0.025,0
57.948,-0.23826,-0.053968,8.3464e-019,2.3041e-010,1.2e-025,0.0089995,0.0015301,1.9687e-020,1,0.14493,0.14493,-0.025,0
57.972,-0.22458,-0.055671,8.3231e-019,2.2541e-010,1.0417e-025,0.0087833,0.001552,2.329e-020,1,0.14514,0.14514,-0.025,0
57.995,-0.21089,-0.057373,8.2997e-019,2.2042e-010,8.8339e-026,0.0085672,0.0015739,2.6891e-020,1,0.14535,0.14535,-0.025,0
58.019,-0.19721,-0.059077,8.2764e-019,2.1542e-010,7.25e-026,0.0083511,0.0015958,3.0491e-020,1,0.14555,0.14555,-0.025,0
58.042,-0.18351,-0.060781,8.2531e-019,2.1042e-010,5.6655e-026,0.0081351,0.0016177,3.4091e-020,1,0.14575,0.14575,-0.025,0
58.063,-0.16905,-0.062619,7.7628e-019,2.0302e-010,4.5727e-026,0.0079292,0.0016615,3.3902e-020,1,0.14596,0.14596,-0.025,0
58.08,-0.15372,-0.064607,6.7479e-019,1.9292e-010,4.0327e-026,0.0077347,0.0017299,2.946e-020,1,0.14616,0.14616,-0.025,0
58.098,-0.13839,-0.066596,5.7326e-019,1.8281e-010,3.4925e-026,0.0075403,0.0017982,2.5019e-020,1,0.14637,0.14637,-0.025,0
58.115,-0.12305,-0.068587,4.7168e-019,1.727e-010,2.9521e-026,0.0073459,0.0018666,2.0579e-020,1,0.14658,0.14658,-0.025,0
58.133,-0.1077,-0.070577,3.7007e-019,1.6259e-010,2.4115e-026,0.0071516,0.0019349,1.6141e-020,1,0.14678,0.14678,-0.025,0
58.15,-0.092349,-0.072569,2.6841e-019,1.5247e-010,1.8707e-026,0.0069574,0.0020032,1.1703e-020,1,0.14698,0.14698,-0.025,0
58.168,-0.076991,-0.074561,1.6672e-019,1.4234e-010,1.3296e-026,0.0067631,0.0020715,7.2667e-021,1,0.14719,0.14719,-0.025,0
58.185,-0.061628,-0.076554,6.4984e-020,1.3222e-010,7.8834e-027,0.006569,0.0021398,2.8316e-021,1,0.14739,0.14739,-0.025,0
58.2,-0.046608,-0.078389,-1.9587e-020,1.2358e-010,4.2474e-027,0.0063092,0.00222,1.757e-021,1,0.1476,0.1476,-0.025,0
58.211,-0.032199,-0.079944,-7.3802e-020,1.1759e-010,3.7531e-027,0.0059335,0.0023213,6.6179e-021,1,0.14781,0.14781,-0.025,0
58.221,-0.017786,-0.0815,-1.2803e-019,1.1159e-010,3.2586e-027,0.0055579,0.0024226,1.1477e-020,1,0.14801,0.14801,-0.025,0
58.232,-0.0033662,-0.083056,-1.8229e-019,1.0559e-010,2.7638e-027,0.0051823,0.0025239,1.6335e-020,1,0.14821,0.14821,-0.025,0
58.243,0.01106,-0.084612,-2.3656e-019,9.9591e-011,2.2689e-027,0.0048069,0.0026251,2.1192e-020,1,0.14842,0.14842,-0.025,0
